geography,sex,age_group,disability_type,global_severity,labour_force_status,value
Prince Edward Island,Males,55 to 64 years,Pain,Mild,Participation rate,92.3
Prince Edward Island,Males,55 to 64 years,Pain,Mild,Age standardized participation rate,90.4
Prince Edward Island,Males,55 to 64 years,Pain,Mild,Employment Rate,80.8
Prince Edward Island,Males,55 to 64 years,Pain,Mild,Age standardized employment rate,81.6
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Total labour force,440.0
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Participation rate,86.0
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Age standardized participation rate,86.5
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Employment Rate,69.8
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Age standardized employment rate,69.9
Prince Edward Island,Males,55 to 64 years,Pain,Severe,Total labour force,200.0
Prince Edward Island,Males,55 to 64 years,Pain,Severe,Not in labour force,70.0
Prince Edward Island,Males,55 to 64 years,Pain,Severe,Participation rate,63.2
Prince Edward Island,Males,55 to 64 years,Pain,Severe,Age standardized participation rate,62.0
Prince Edward Island,Males,55 to 64 years,Pain,Very Severe,Total labour force,470.0
Prince Edward Island,Females,15 to 24 years,All disability types,Mild,Participation rate,81.0
Prince Edward Island,Females,15 to 24 years,All disability types,Mild,Age standardized participation rate,80.6
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Total labour force,220.0
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Employed,160.0
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Participation rate,81.0
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Age standardized participation rate,79.8
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Employment Rate,76.2
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Age standardized employment rate,75.1
Prince Edward Island,Females,25 to 34 years,All disability types,Moderate,Participation rate,70.8
Prince Edward Island,Females,25 to 34 years,All disability types,Moderate,Age standardized participation rate,70.6
Prince Edward Island,Females,25 to 34 years,All disability types,Very Severe,Total labour force,100.0
Prince Edward Island,Females,25 to 34 years,Mobility,Very Severe,Total labour force,100.0
Prince Edward Island,Females,25 to 34 years,Flexibility,Very Severe,Total labour force,80.0
Prince Edward Island,Females,25 to 34 years,Pain,Mild,Total labour force,120.0
Prince Edward Island,Females,25 to 34 years,Pain,Very Severe,Total labour force,90.0
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Total labour force,380.0
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Employed,180.0
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Participation rate,54.3
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Age standardized participation rate,55.8
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Employment Rate,51.4
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Age standardized employment rate,52.2
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Total labour force,170.0
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Participation rate,82.4
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Age standardized participation rate,81.3
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Employment Rate,76.5
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Age standardized employment rate,77.3
Prince Edward Island,Females,35 to 44 years,All disability types,Severe,Total labour force,360.0
Prince Edward Island,Females,35 to 44 years,Flexibility,Very Severe,Total labour force,60.0
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Total labour force,140.0
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Employed,110.0
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Participation rate,84.6
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Age standardized participation rate,85.4
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Employment Rate,84.6
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Age standardized employment rate,82.8
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Total labour force,160.0
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Participation rate,80.0
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Age standardized participation rate,79.5
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Employment Rate,80.0
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Age standardized employment rate,75.2
Prince Edward Island,Females,35 to 44 years,Pain,Very Severe,Total labour force,60.0
Prince Edward Island,Females,35 to 44 years,Mental and/or psychological,Very Severe,Total labour force,50.0
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Total labour force,300.0
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Employed,230.0
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Participation rate,79.3
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Age standardized participation rate,80.7
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Employment Rate,79.3
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Age standardized employment rate,80.7
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Total labour force,520.0
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Employed,420.0
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Participation rate,90.0
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Age standardized participation rate,89.7
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Employment Rate,84.0
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Age standardized employment rate,83.7
Prince Edward Island,Females,45 to 54 years,All disability types,Severe,Total labour force,460.0
Prince Edward Island,Females,45 to 54 years,All disability types,Severe,Participation rate,54.8
Prince Edward Island,Females,45 to 54 years,All disability types,Severe,Age standardized participation rate,55.8
Prince Edward Island,Females,45 to 54 years,All disability types,Very Severe,Total labour force,310.0
Prince Edward Island,Females,45 to 54 years,Mobility,Severe,Total labour force,410.0
Prince Edward Island,Females,45 to 54 years,Mobility,Very Severe,Total labour force,310.0
Prince Edward Island,Females,45 to 54 years,Flexibility,Moderate,Total labour force,170.0
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Total labour force,210.0
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Employed,180.0
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Participation rate,85.7
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Age standardized participation rate,89.8
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Employment Rate,85.7
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Age standardized employment rate,89.8
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Total labour force,360.0
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Employed,290.0
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Participation rate,91.4
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Age standardized participation rate,93.4
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Employment Rate,82.9
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Age standardized employment rate,84.7
Prince Edward Island,Females,45 to 54 years,Pain,Severe,Total labour force,460.0
Prince Edward Island,Females,45 to 54 years,Pain,Severe,Participation rate,54.8
Prince Edward Island,Females,45 to 54 years,Pain,Severe,Age standardized participation rate,55.8
Prince Edward Island,Females,45 to 54 years,Pain,Very Severe,Total labour force,310.0
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Total labour force,720.0
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Employed,240.0
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Not in labour force,390.0
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Participation rate,43.3
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Age standardized participation rate,42.5
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Employment Rate,35.8
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Age standardized employment rate,36.0
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Total labour force,720.0
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Employed,190.0
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Not in labour force,480.0
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Participation rate,28.4
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Age standardized participation rate,28.1
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Employment Rate,28.4
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Age standardized employment rate,28.1
Prince Edward Island,Females,55 to 64 years,All disability types,Severe,Total labour force,800.0
Prince Edward Island,Females,55 to 64 years,All disability types,Severe,Participation rate,44.0
Prince Edward Island,Females,55 to 64 years,All disability types,Severe,Age standardized participation rate,43.8
Prince Edward Island,Females,55 to 64 years,All disability types,Severe,Employment Rate,41.3
Prince Edward Island,Females,55 to 64 years,All disability types,Severe,Age standardized employment rate,41.7
Prince Edward Island,Females,55 to 64 years,All disability types,Very Severe,Total labour force,370.0
Prince Edward Island,Females,55 to 64 years,All disability types,Very Severe,Not in labour force,310.0
Prince Edward Island,Females,55 to 64 years,Mobility,Moderate,Total labour force,180.0
Prince Edward Island,Females,55 to 64 years,Mobility,Severe,Total labour force,480.0
Prince Edward Island,Females,55 to 64 years,Mobility,Very Severe,Total labour force,320.0
Prince Edward Island,Females,55 to 64 years,Mobility,Very Severe,Not in labour force,280.0
Prince Edward Island,Females,55 to 64 years,Flexibility,Moderate,Total labour force,290.0
Prince Edward Island,Females,55 to 64 years,Flexibility,Severe,Total labour force,540.0
Prince Edward Island,Females,55 to 64 years,Flexibility,Very Severe,Total labour force,340.0
Prince Edward Island,Females,55 to 64 years,Flexibility,Very Severe,Not in labour force,290.0
Prince Edward Island,Females,55 to 64 years,Dexterity,Very Severe,Total labour force,250.0
Prince Edward Island,Females,55 to 64 years,Dexterity,Very Severe,Not in labour force,230.0
Prince Edward Island,Females,55 to 64 years,Pain,Mild,Total labour force,400.0
Prince Edward Island,Females,55 to 64 years,Pain,Mild,Not in labour force,240.0
Prince Edward Island,Females,55 to 64 years,Pain,Moderate,Total labour force,500.0
Prince Edward Island,Females,55 to 64 years,Pain,Severe,Total labour force,710.0
Prince Edward Island,Females,55 to 64 years,Pain,Severe,Participation rate,48.5
Prince Edward Island,Females,55 to 64 years,Pain,Severe,Age standardized participation rate,48.9
Prince Edward Island,Females,55 to 64 years,Pain,Severe,Employment Rate,45.6
Prince Edward Island,Females,55 to 64 years,Pain,Severe,Age standardized employment rate,46.4
Prince Edward Island,Females,55 to 64 years,Pain,Very Severe,Total labour force,350.0
Prince Edward Island,Females,55 to 64 years,Pain,Very Severe,Not in labour force,300.0
Prince Edward Island,Females,55 to 64 years,Mental and/or psychological,Very Severe,Total labour force,180.0
Prince Edward Island,Females,55 to 64 years,Mental and/or psychological,Very Severe,Not in labour force,140.0
Nova Scotia,Males,15 to 24 years,All disability types,Mild,Total labour force,1850.0
Nova Scotia,Males,15 to 24 years,All disability types,Mild,Employed,800.0
Nova Scotia,Males,15 to 24 years,All disability types,Mild,Not in labour force,810.0
Nova Scotia,Males,15 to 24 years,All disability types,Mild,Participation rate,56.0
Nova Scotia,Males,15 to 24 years,All disability types,Mild,Age standardized participation rate,55.7
Nova Scotia,Males,15 to 24 years,All disability types,Mild,Employment Rate,44.0
Nova Scotia,Males,15 to 24 years,All disability types,Mild,Age standardized employment rate,44.1
Nova Scotia,Males,15 to 24 years,All disability types,Moderate,Total labour force,610.0
Nova Scotia,Males,15 to 24 years,All disability types,Moderate,Participation rate,58.6
Nova Scotia,Males,15 to 24 years,All disability types,Moderate,Age standardized participation rate,58.6
Nova Scotia,Males,15 to 24 years,All disability types,Severe,Total labour force,700.0
Nova Scotia,Males,15 to 24 years,All disability types,Severe,Not in labour force,380.0
Nova Scotia,Males,15 to 24 years,All disability types,Severe,Participation rate,44.9
Nova Scotia,Males,15 to 24 years,All disability types,Severe,Age standardized participation rate,45.3
Nova Scotia,Males,15 to 24 years,All disability types,Very Severe,Total labour force,520.0
